route,flight_hour,flight_day,trip_type,sales_channel,num_passengers,purchase_lead,length_of_stay,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
HKTPER,17,Thu,RoundTrip,Mobile,1,15,18,1,0,0,5.62,0
HKTPER,6,Tue,RoundTrip,Internet,1,73,30,1,0,0,5.62,1
HKTPER,3,Tue,RoundTrip,Internet,1,67,22,0,0,0,5.62,0
HKTPER,11,Sat,RoundTrip,Internet,1,319,17,0,0,0,5.62,0
HKTPER,4,Mon,RoundTrip,Internet,1,117,19,0,0,0,5.62,0
HKTPER,22,Wed,RoundTrip,Internet,1,59,41,1,1,1,5.62,0
HKTPER,8,Thu,RoundTrip,Internet,2,363,17,1,1,1,5.62,0
HKTPER,13,Sun,RoundTrip,Internet,1,46,17,0,0,0,5.62,0
HKTPER,11,Tue,RoundTrip,Internet,2,326,21,1,0,0,5.62,0
HKTPER,2,Thu,RoundTrip,Internet,1,34,17,1,1,1,5.62,0
HKTPER,13,Mon,RoundTrip,Internet,1,56,22,1,0,0,5.62,0
HKTPER,11,Mon,RoundTrip,Internet,2,65,17,1,1,0,5.62,0
HKTPER,12,Sat,RoundTrip,Internet,1,82,18,0,1,0,5.62,0
HKTPER,13,Mon,RoundTrip,Internet,1,56,22,1,0,0,5.62,0
HKTPER,12,Wed,RoundTrip,Internet,1,13,33,1,0,0,5.62,0
HKTPER,3,Fri,RoundTrip,Internet,1,9,18,1,1,1,5.62,1
HKTPER,7,Thu,RoundTrip,Internet,2,185,24,0,0,0,5.62,0
HKTPER,6,Sun,RoundTrip,Internet,2,77,46,1,0,0,5.62,0
HKTPER,1,Tue,RoundTrip,Internet,2,12,27,1,1,1,5.62,0
HKTPUS,18,Mon,RoundTrip,Internet,1,139,41,0,0,0,6.33,0
HKTPUS,13,Tue,RoundTrip,Internet,1,29,28,0,0,1,6.33,0
HKTPUS,5,Thu,RoundTrip,Internet,1,237,17,0,0,0,6.33,0
HKTPVG,10,Wed,RoundTrip,Internet,1,47,20,0,0,0,5.33,0
HKTPVG,14,Sat,RoundTrip,Internet,1,51,33,1,0,1,5.33,0
HKTPVG,14,Tue,RoundTrip,Internet,1,48,33,1,0,0,5.33,0
HKTSYD,4,Mon,RoundTrip,Internet,2,395,18,1,1,0,8.58,0
HKTSYD,12,Sun,RoundTrip,Internet,2,164,21,1,1,1,8.58,0
HKTSYD,10,Mon,RoundTrip,Internet,1,69,20,1,1,1,8.58,0
HKTSYD,3,Mon,RoundTrip,Internet,2,127,69,1,1,1,8.58,0
HKTSYD,0,Thu,RoundTrip,Internet,1,38,41,0,0,0,8.58,0
HKTSYD,6,Mon,RoundTrip,Internet,1,28,18,1,0,0,8.58,0
HKTSYD,0,Sat,RoundTrip,Mobile,1,4,28,1,0,0,8.58,0
HKTSYD,3,Thu,RoundTrip,Mobile,1,140,33,0,0,0,8.58,0
HKTSYD,8,Wed,RoundTrip,Internet,1,11,32,1,0,0,8.58,0
HKTSYD,5,Fri,RoundTrip,Internet,1,50,19,1,1,1,8.58,0
HKTSYD,11,Wed,RoundTrip,Internet,2,40,29,1,0,0,8.58,0
HKTSYD,0,Sun,RoundTrip,Internet,1,295,39,0,1,0,8.58,0
HKTSYD,7,Fri,RoundTrip,Mobile,1,59,29,0,0,0,8.58,0
HKTSYD,5,Sat,RoundTrip,Internet,2,42,23,1,1,1,8.58,0
HKTSYD,23,Fri,RoundTrip,Internet,2,34,17,1,1,0,8.58,0
HKTSYD,3,Wed,RoundTrip,Internet,2,54,18,1,0,0,8.58,0
HKTSYD,6,Sat,RoundTrip,Internet,1,151,24,0,0,1,8.58,0
HKTSYD,3,Wed,RoundTrip,Internet,1,35,26,1,0,0,8.58,0
HKTSYD,2,Sat,RoundTrip,Internet,1,26,45,0,0,0,8.58,0
HKTSYD,3,Sun,RoundTrip,Internet,1,28,31,1,0,0,8.58,0
HKTSYD,9,Thu,RoundTrip,Mobile,2,20,30,1,1,1,8.58,0
HKTSYD,12,Wed,RoundTrip,Internet,2,228,18,1,1,1,8.58,0
HKTSYD,22,Fri,RoundTrip,Internet,1,51,47,1,0,0,8.58,0
HKTSYD,11,Tue,RoundTrip,Mobile,1,64,19,0,0,1,8.58,0
HKTSYD,21,Wed,RoundTrip,Internet,2,179,33,1,0,0,8.58,0
HKTSYD,13,Fri,RoundTrip,Internet,1,39,19,1,1,0,8.58,0
HKTSYD,7,Wed,RoundTrip,Internet,1,23,19,1,0,1,8.58,0
HKTSYD,6,Thu,RoundTrip,Internet,1,73,23,1,0,0,8.58,0
HKTSYD,3,Fri,RoundTrip,Internet,2,67,34,1,1,1,8.58,0
HKTSYD,10,Sun,RoundTrip,Internet,2,10,62,0,0,1,8.58,0
HKTSYD,17,Tue,RoundTrip,Internet,1,20,55,0,0,1,8.58,0
HKTSYD,6,Tue,RoundTrip,Internet,1,69,30,1,0,0,8.58,0
HKTSYD,2,Sat,RoundTrip,Internet,1,23,19,0,0,0,8.58,0
HKTSYD,2,Sat,RoundTrip,Internet,1,9,22,1,0,0,8.58,0
HKTSYD,11,Sun,RoundTrip,Internet,1,232,22,1,0,0,8.58,0
HKTSYD,11,Tue,RoundTrip,Internet,2,119,28,0,0,0,8.58,0
HKTSYD,10,Tue,RoundTrip,Internet,1,34,32,0,0,1,8.58,0
HKTSYD,23,Fri,RoundTrip,Internet,2,49,21,0,1,1,8.58,0
HKTSYD,12,Thu,RoundTrip,Internet,2,192,22,0,1,1,8.58,0
HKTSYD,10,Sat,RoundTrip,Internet,1,44,21,1,0,0,8.58,1
HKTSYD,5,Thu,RoundTrip,Mobile,2,220,24,0,0,1,8.58,0
HKTSYD,9,Thu,RoundTrip,Internet,1,11,18,0,1,1,8.58,0
HKTSYD,5,Wed,RoundTrip,Internet,1,208,37,0,0,0,8.58,0
HKTSYD,7,Thu,RoundTrip,Internet,1,228,23,1,0,1,8.58,0
HKTSYD,2,Wed,RoundTrip,Internet,3,190,21,0,0,1,8.58,0
HKTSYD,12,Sat,RoundTrip,Internet,2,329,27,1,1,0,8.58,0
HKTSYD,20,Sun,RoundTrip,Internet,2,308,18,1,1,0,8.58,0
HKTSYD,12,Thu,RoundTrip,Internet,1,212,28,1,0,0,8.58,0
HKTSYD,0,Tue,RoundTrip,Mobile,1,11,32,1,1,1,8.58,0
HKTSYD,4,Mon,RoundTrip,Mobile,1,6,25,0,0,0,8.58,0
HKTSYD,12,Mon,RoundTrip,Internet,1,85,17,1,1,1,8.58,0
HKTSYD,5,Mon,RoundTrip,Mobile,3,43,17,1,0,0,8.58,0
HKTSYD,1,Thu,RoundTrip,Internet,2,55,20,0,0,1,8.58,0
HKTSYD,23,Sat,RoundTrip,Internet,2,82,29,1,1,0,8.58,0
HKTSYD,9,Mon,RoundTrip,Internet,1,72,17,1,1,1,8.58,0
HKTSYD,10,Sun,RoundTrip,Internet,1,157,18,1,1,0,8.58,1
HKTSYD,0,Mon,RoundTrip,Internet,1,22,20,0,0,1,8.58,0
HKTSYD,10,Sun,RoundTrip,Internet,2,119,17,0,0,1,8.58,0
HKTSYD,14,Fri,RoundTrip,Internet,1,80,30,0,0,0,8.58,0
HKTSYD,5,Wed,RoundTrip,Internet,1,6,91,1,0,1,8.58,0
HKTSYD,12,Mon,RoundTrip,Internet,1,96,49,1,1,1,8.58,0
HKTSYD,15,Tue,RoundTrip,Internet,2,111,19,1,0,1,8.58,0
HKTSYD,23,Sat,RoundTrip,Internet,1,35,28,1,1,1,8.58,1
HKTSYD,17,Thu,RoundTrip,Internet,1,9,28,1,1,1,8.58,0
HKTSYD,9,Tue,RoundTrip,Internet,1,36,57,1,1,1,8.58,0
HKTSYD,14,Mon,RoundTrip,Internet,2,27,19,0,1,0,8.58,0
HKTSYD,2,Wed,RoundTrip,Internet,3,172,18,1,0,0,8.58,0
HKTSYD,23,Sun,RoundTrip,Mobile,1,22,17,1,1,0,8.58,0
HKTSYD,9,Sat,RoundTrip,Internet,2,69,20,1,0,1,8.58,0
HKTSYD,7,Thu,RoundTrip,Internet,1,169,20,1,0,0,8.58,0
HKTSYD,10,Thu,RoundTrip,Internet,1,7,20,0,0,0,8.58,0
HKTSYD,10,Sun,RoundTrip,Internet,1,22,18,0,0,1,8.58,0
HKTSYD,3,Fri,RoundTrip,Internet,1,285,24,1,1,0,8.58,0
HKTSYD,11,Thu,RoundTrip,Internet,1,72,21,0,0,0,8.58,0
HKTSYD,10,Sun,RoundTrip,Internet,1,20,68,0,0,0,8.58,0
HKTSYD,3,Thu,RoundTrip,Mobile,7,382,17,1,0,0,8.58,0
HKTSYD,12,Wed,RoundTrip,Internet,1,21,22,0,0,0,8.58,0
HKTSYD,9,Thu,RoundTrip,Internet,2,32,39,1,0,0,8.58,0
HKTSYD,10,Sat,RoundTrip,Internet,2,277,18,0,0,0,8.58,0
HKTSYD,1,Sun,RoundTrip,Internet,2,16,18,1,0,0,8.58,0
HKTSYD,6,Mon,RoundTrip,Internet,2,47,18,0,0,0,8.58,0
HKTSYD,10,Sat,RoundTrip,Internet,2,70,23,1,0,0,8.58,1
HKTSYD,15,Sun,RoundTrip,Mobile,1,24,35,1,1,1,8.58,0
HKTSYD,8,Thu,RoundTrip,Internet,2,186,22,1,0,0,8.58,0
HKTSYD,9,Mon,RoundTrip,Internet,2,4,29,0,0,0,8.58,0
HKTSYD,13,Sun,RoundTrip,Mobile,1,26,17,0,0,1,8.58,0
HKTSYD,9,Fri,RoundTrip,Internet,2,24,1,0,0,1,8.58,0
HKTSYD,2,Wed,RoundTrip,Mobile,2,47,18,1,0,0,8.58,0
HKTSYD,3,Fri,RoundTrip,Mobile,1,43,21,1,1,1,8.58,0
HKTSYD,8,Sun,RoundTrip,Internet,8,148,24,0,0,0,8.58,0
HKTSYD,3,Fri,RoundTrip,Internet,1,51,23,1,1,1,8.58,0
HKTSYD,10,Tue,RoundTrip,Internet,1,28,33,1,1,1,8.58,0
HKTSYD,0,Fri,RoundTrip,Internet,2,174,17,1,1,0,8.58,0
HKTSYD,7,Fri,RoundTrip,Internet,1,118,24,1,0,1,8.58,0
HKTSYD,7,Tue,RoundTrip,Internet,2,220,17,1,1,0,8.58,0
HKTSYD,10,Tue,RoundTrip,Internet,2,85,18,0,0,0,8.58,0
HKTSYD,13,Wed,RoundTrip,Internet,1,146,27,0,0,0,8.58,0
HKTSYD,12,Thu,RoundTrip,Internet,1,50,17,1,0,1,8.58,0
HKTSYD,5,Mon,RoundTrip,Internet,2,117,43,1,1,1,8.58,0
HKTSYD,10,Wed,RoundTrip,Internet,2,182,31,1,1,1,8.58,0
HKTSYD,4,Fri,RoundTrip,Internet,1,8,19,1,1,1,8.58,0
HKTSYD,10,Sun,RoundTrip,Internet,2,23,29,1,0,0,8.58,0
HKTSYD,7,Sun,RoundTrip,Internet,1,30,17,1,0,0,8.58,0
HKTSYD,9,Sun,RoundTrip,Internet,1,81,23,0,0,0,8.58,0
HKTSYD,13,Mon,RoundTrip,Internet,1,34,28,0,0,0,8.58,0
HKTSYD,9,Mon,RoundTrip,Mobile,1,93,17,1,1,0,8.58,0
HKTSYD,10,Wed,RoundTrip,Internet,1,55,30,1,1,1,8.58,0
HKTSYD,5,Thu,RoundTrip,Internet,1,29,21,1,1,1,8.58,0
HKTSYD,13,Thu,RoundTrip,Mobile,1,14,91,1,1,1,8.58,0
HKTSYD,21,Mon,RoundTrip,Mobile,1,93,21,0,1,0,8.58,0
HKTSYD,3,Wed,RoundTrip,Internet,2,179,17,1,0,0,8.58,0
HKTSYD,10,Fri,RoundTrip,Internet,1,33,18,1,0,0,8.58,0
HKTSYD,6,Fri,RoundTrip,Internet,1,150,23,1,0,1,8.58,0
HKTSYD,4,Sun,RoundTrip,Internet,2,99,31,1,1,0,8.58,0
HKTSYD,0,Sat,RoundTrip,Internet,4,160,23,1,0,1,8.58,0
HKTSYD,6,Thu,RoundTrip,Internet,1,7,47,1,1,0,8.58,1
HKTSYD,9,Tue,RoundTrip,Internet,2,82,25,0,0,0,8.58,0
HKTSYD,21,Mon,RoundTrip,Mobile,1,93,21,0,1,0,8.58,0
HKTSYD,10,Thu,RoundTrip,Internet,2,77,18,1,1,0,8.58,0
HKTSYD,6,Sat,RoundTrip,Internet,2,106,37,0,1,0,8.58,0
HKTTPE,2,Thu,RoundTrip,Internet,1,77,26,1,1,1,4.67,0
HKTXIY,8,Wed,RoundTrip,Internet,1,5,26,0,0,0,5.0,0
HKTXIY,5,Mon,RoundTrip,Internet,2,40,18,1,1,1,5.0,0
HNDIKA,9,Wed,RoundTrip,Mobile,1,21,20,1,0,1,8.15,0
HNDIKA,12,Tue,RoundTrip,Mobile,1,105,82,0,0,0,8.15,0
HNDIKA,14,Wed,RoundTrip,Internet,1,40,20,1,0,0,8.15,0
HNDIKA,8,Mon,RoundTrip,Internet,1,2,38,1,0,1,8.15,0
HNDIKA,16,Tue,RoundTrip,Internet,1,50,25,1,0,1,8.15,0
HNDIKA,11,Tue,RoundTrip,Internet,1,0,36,1,0,0,8.15,0
HNDIKA,3,Sat,RoundTrip,Internet,1,56,19,0,1,0,8.15,0
HNDIKA,10,Sat,RoundTrip,Internet,1,49,61,1,1,1,8.15,0
HNDIKA,1,Fri,RoundTrip,Internet,1,8,45,1,0,1,8.15,0
HNDIKA,14,Sun,RoundTrip,Mobile,1,24,119,1,0,0,8.15,0
HNDIKA,7,Sat,RoundTrip,Internet,1,100,24,1,0,0,8.15,0
HNDIKA,13,Thu,RoundTrip,Internet,1,6,36,1,0,0,8.15,0
HNDIKA,15,Thu,RoundTrip,Internet,1,51,19,1,0,0,8.15,0
HNDIKA,7,Sun,RoundTrip,Mobile,3,24,34,1,1,0,8.15,0
HNDIKA,12,Sun,RoundTrip,Internet,1,29,30,1,0,0,8.15,0
HNDJOG,0,Thu,RoundTrip,Internet,3,85,20,1,0,1,7.57,0
HNDJOG,9,Mon,RoundTrip,Internet,1,7,28,1,1,0,7.57,0
HNDJOG,6,Thu,RoundTrip,Internet,1,37,17,1,0,1,7.57,0
HNDJOG,8,Mon,RoundTrip,Internet,1,37,29,1,0,0,7.57,0
HNDJOG,8,Mon,RoundTrip,Internet,1,34,60,1,0,0,7.57,0
HNDJOG,12,Thu,RoundTrip,Internet,1,28,342,1,1,1,7.57,0
HNDJOG,7,Mon,RoundTrip,Internet,1,62,25,1,0,1,7.57,0
HNDJOG,8,Mon,RoundTrip,Internet,1,4,17,1,1,1,7.57,0
HNDJOG,12,Thu,RoundTrip,Internet,2,53,30,1,0,0,7.57,0
HNDJOG,9,Sat,RoundTrip,Internet,2,52,17,1,1,1,7.57,1
HNDJOG,11,Thu,RoundTrip,Internet,1,3,27,0,1,1,7.57,1
HNDJOG,5,Thu,RoundTrip,Internet,1,21,31,1,0,0,7.57,0
HNDKBR,10,Thu,RoundTrip,Internet,1,44,40,1,0,1,7.57,0
HNDKBR,17,Mon,RoundTrip,Internet,1,129,28,1,0,1,7.57,0
HNDKBR,8,Sun,RoundTrip,Internet,1,37,21,0,0,0,7.57,0
HNDKBR,8,Sat,RoundTrip,Internet,1,128,37,0,0,0,7.57,0
HNDKBV,5,Thu,RoundTrip,Internet,2,15,331,1,1,0,7.57,0
HNDKCH,2,Fri,RoundTrip,Internet,1,25,87,1,0,0,7.57,1
HNDKCH,5,Wed,RoundTrip,Internet,1,92,25,1,1,1,7.57,0
HNDKCH,4,Wed,RoundTrip,Internet,2,5,88,1,0,0,7.57,0
HNDKCH,14,Tue,RoundTrip,Internet,1,23,1,0,0,1,7.57,0
HNDKCH,12,Mon,RoundTrip,Internet,1,4,21,1,0,0,7.57,0
HNDKCH,2,Thu,RoundTrip,Internet,1,154,34,0,0,1,7.57,0
HNDKCH,7,Mon,RoundTrip,Internet,1,32,40,1,0,1,7.57,1
HNDKCH,15,Fri,RoundTrip,Mobile,2,89,46,1,1,0,7.57,0
HNDKCH,15,Mon,RoundTrip,Mobile,1,87,27,1,1,1,7.57,0
HNDKCH,2,Wed,RoundTrip,Internet,1,33,25,1,0,0,7.57,1
HNDKCH,4,Fri,RoundTrip,Internet,1,6,89,1,0,1,7.57,1
HNDKCH,14,Sun,RoundTrip,Internet,1,63,29,1,0,1,7.57,0
HNDKCH,16,Sat,RoundTrip,Mobile,1,50,104,1,1,1,7.57,0
HNDKCH,15,Fri,RoundTrip,Mobile,2,89,46,1,1,0,7.57,0
HNDKCH,14,Mon,RoundTrip,Internet,1,41,30,1,0,0,7.57,0
HNDKNO,0,Thu,RoundTrip,Internet,2,104,148,0,0,0,7.57,0
HNDKNO,1,Wed,RoundTrip,Internet,1,10,89,1,1,0,7.57,0
HNDKNO,11,Mon,RoundTrip,Internet,1,24,25,1,1,0,7.57,0
HNDKNO,3,Sat,RoundTrip,Internet,1,147,23,1,1,1,7.57,0
HNDKNO,15,Thu,RoundTrip,Internet,1,18,33,1,1,0,7.57,0
HNDKNO,13,Sat,RoundTrip,Internet,1,88,17,1,0,0,7.57,0
HNDKNO,7,Fri,RoundTrip,Internet,1,51,27,1,0,1,7.57,0
HNDKNO,2,Sun,RoundTrip,Internet,1,364,23,1,1,0,7.57,1
HNDKNO,4,Thu,RoundTrip,Internet,1,11,59,1,1,0,7.57,0
HNDKNO,12,Fri,RoundTrip,Internet,1,16,30,0,0,0,7.57,0
HNDKNO,13,Mon,RoundTrip,Internet,1,13,38,1,0,0,7.57,0
HNDKNO,4,Fri,RoundTrip,Internet,1,25,122,1,1,0,7.57,1
HNDKNO,11,Wed,RoundTrip,Internet,1,3,21,1,0,0,7.57,0
HNDKNO,1,Fri,RoundTrip,Internet,1,60,28,0,0,1,7.57,0
HNDKNO,3,Sat,RoundTrip,Mobile,1,36,41,1,1,1,7.57,0
HNDKNO,5,Mon,RoundTrip,Internet,1,8,82,1,1,1,7.57,1
HNDKNO,4,Thu,RoundTrip,Internet,2,52,19,1,0,1,7.57,0
HNDKNO,14,Tue,RoundTrip,Mobile,1,54,19,1,1,1,7.57,0
HNDKNO,6,Sat,RoundTrip,Internet,1,12,69,1,1,1,7.57,0
HNDKTM,11,Thu,RoundTrip,Internet,1,3,85,1,1,1,7.57,0
HNDKTM,7,Sun,RoundTrip,Internet,1,29,21,1,1,0,7.57,0
HNDKTM,23,Mon,RoundTrip,Internet,1,58,18,1,1,1,7.57,0
HNDLGK,6,Thu,RoundTrip,Mobile,2,65,60,1,1,0,7.57,0
HNDLGK,0,Tue,RoundTrip,Internet,2,281,86,1,1,0,7.57,0
HNDLGK,21,Sun,RoundTrip,Internet,1,52,18,1,0,0,7.57,0
HNDLOP,0,Mon,RoundTrip,Internet,4,414,26,0,0,0,7.57,0
HNDMAA,14,Thu,RoundTrip,Internet,3,69,25,0,0,0,7.57,0
HNDMEL,12,Mon,RoundTrip,Internet,1,168,28,0,0,1,8.83,0
HNDMEL,1,Sat,RoundTrip,Internet,1,25,20,1,1,1,8.83,1
HNDMEL,2,Tue,RoundTrip,Internet,2,159,29,0,0,0,8.83,0
HNDMEL,3,Sat,RoundTrip,Internet,1,40,18,1,1,1,8.83,0
HNDMEL,11,Wed,RoundTrip,Internet,1,167,19,0,0,0,8.83,0
HNDMEL,0,Mon,RoundTrip,Internet,1,19,20,0,0,1,8.83,0
HNDMEL,0,Fri,OneWay,Internet,1,368,21,0,0,0,8.83,0
HNDMEL,0,Mon,RoundTrip,Internet,2,135,34,1,0,0,8.83,0
HNDMEL,13,Sun,RoundTrip,Internet,2,252,33,1,1,0,8.83,0
HNDMEL,0,Sun,RoundTrip,Internet,1,71,32,1,0,0,8.83,0
HNDMEL,6,Sun,RoundTrip,Internet,2,69,18,1,1,1,8.83,0
HNDMEL,0,Tue,RoundTrip,Internet,1,154,181,1,0,0,8.83,0
HNDMEL,6,Fri,RoundTrip,Internet,1,66,37,1,0,0,8.83,0
HNDMEL,6,Fri,RoundTrip,Internet,2,169,21,1,0,0,8.83,0
HNDMEL,13,Tue,RoundTrip,Internet,1,10,32,0,1,0,8.83,0
HNDMEL,23,Sun,RoundTrip,Internet,2,299,29,1,1,1,8.83,0
HNDMEL,6,Wed,RoundTrip,Internet,1,151,36,1,0,0,8.83,0
HNDMEL,2,Thu,RoundTrip,Internet,2,51,17,1,0,1,8.83,0
HNDMEL,3,Sun,RoundTrip,Internet,2,170,17,1,1,1,8.83,0
HNDMEL,11,Sat,RoundTrip,Internet,2,120,22,1,1,1,8.83,0
HNDMEL,13,Mon,RoundTrip,Internet,1,118,27,1,0,0,8.83,0
HNDMEL,9,Fri,RoundTrip,Internet,6,250,19,1,1,1,8.83,1
HNDMEL,10,Wed,RoundTrip,Internet,1,48,19,0,0,1,8.83,0
HNDMEL,7,Thu,RoundTrip,Internet,1,34,20,1,1,1,8.83,0
HNDMEL,12,Thu,RoundTrip,Internet,1,74,49,1,1,1,8.83,0
HNDMEL,1,Fri,RoundTrip,Internet,1,2,20,0,0,0,8.83,0
HNDMEL,6,Tue,RoundTrip,Internet,1,43,36,1,0,0,8.83,0
HNDMEL,12,Tue,RoundTrip,Internet,2,229,20,1,0,1,8.83,0
HNDMEL,2,Wed,RoundTrip,Internet,1,57,17,0,0,0,8.83,0
HNDMEL,2,Mon,RoundTrip,Internet,2,220,18,1,1,1,8.83,0
HNDMEL,4,Wed,RoundTrip,Internet,1,50,17,1,0,0,8.83,0
HNDMEL,10,Sun,OneWay,Internet,1,261,20,1,0,1,8.83,0
HNDMEL,11,Sun,RoundTrip,Internet,2,37,17,1,1,1,8.83,0
HNDMEL,4,Wed,RoundTrip,Internet,1,74,23,1,0,1,8.83,0
HNDMEL,16,Fri,RoundTrip,Internet,1,26,54,1,1,1,8.83,0
HNDMEL,2,Mon,RoundTrip,Internet,2,256,27,1,0,0,8.83,0
HNDMEL,10,Thu,RoundTrip,Internet,2,59,22,0,0,0,8.83,0
HNDMEL,5,Thu,OneWay,Internet,1,172,17,1,0,0,8.83,0
HNDMEL,10,Tue,RoundTrip,Internet,2,50,24,1,0,0,8.83,1
HNDMEL,11,Tue,RoundTrip,Mobile,2,203,18,1,1,0,8.83,0
HNDMEL,8,Fri,RoundTrip,Internet,6,92,20,1,0,0,8.83,0
HNDMEL,10,Fri,RoundTrip,Internet,2,41,22,1,0,0,8.83,0
HNDMEL,22,Sun,OneWay,Internet,4,308,17,1,0,1,8.83,0
HNDMEL,4,Sat,RoundTrip,Mobile,1,6,59,1,1,1,8.83,0
HNDMEL,9,Tue,RoundTrip,Internet,1,333,20,0,1,1,8.83,0
HNDMEL,7,Fri,OneWay,Internet,1,46,17,1,0,1,8.83,0
HNDMLE,8,Thu,RoundTrip,Internet,1,169,17,0,0,0,7.57,0
HNDMLE,13,Wed,RoundTrip,Internet,2,126,18,1,1,0,7.57,0
HNDOOL,2,Thu,RoundTrip,Internet,1,7,17,1,0,0,8.83,0
HNDOOL,7,Mon,RoundTrip,Internet,1,37,38,0,0,0,8.83,0
HNDOOL,7,Wed,RoundTrip,Internet,1,11,18,1,0,0,8.83,0
HNDPEN,4,Thu,RoundTrip,Internet,2,56,98,1,1,0,7.57,0
HNDPEN,6,Wed,RoundTrip,Internet,1,14,31,1,0,1,7.57,0
HNDPEN,5,Wed,RoundTrip,Internet,1,73,36,0,0,1,7.57,0
HNDPEN,9,Tue,RoundTrip,Internet,2,35,79,1,0,1,7.57,1
HNDPEN,23,Mon,RoundTrip,Internet,2,92,85,0,0,1,7.57,0
HNDPEN,5,Wed,RoundTrip,Internet,2,34,18,0,0,0,7.57,1
HNDPEN,2,Wed,RoundTrip,Internet,2,5,1,0,1,1,7.57,0
HNDPEN,14,Tue,RoundTrip,Mobile,1,150,20,1,1,1,7.57,0
HNDPEN,7,Sun,RoundTrip,Internet,1,273,17,1,0,0,7.57,0
HNDPEN,18,Sun,RoundTrip,Internet,8,248,29,0,0,0,7.57,0
HNDPEN,23,Sat,RoundTrip,Internet,1,313,87,1,1,0,7.57,0
HNDPEN,1,Thu,RoundTrip,Mobile,1,6,18,0,0,1,7.57,0
HNDPEN,2,Fri,RoundTrip,Internet,2,241,31,1,0,0,7.57,0
HNDPEN,6,Tue,RoundTrip,Internet,1,91,85,1,1,0,7.57,0
HNDPEN,8,Thu,RoundTrip,Internet,1,48,65,1,1,0,7.57,0
HNDPEN,16,Mon,RoundTrip,Internet,1,71,22,1,1,1,7.57,1
HNDPEN,8,Fri,RoundTrip,Internet,1,60,24,1,1,1,7.57,0
HNDPEN,12,Sun,RoundTrip,Internet,1,41,34,0,1,0,7.57,0
HNDPEN,14,Fri,RoundTrip,Mobile,2,280,29,1,0,1,7.57,0
HNDPEN,2,Tue,RoundTrip,Internet,2,16,20,1,0,0,7.57,1
HNDPEN,5,Wed,RoundTrip,Internet,1,81,40,1,1,1,7.57,0
HNDPEN,6,Tue,RoundTrip,Internet,2,10,87,1,0,1,7.57,0
HNDPEN,14,Tue,RoundTrip,Internet,1,46,21,1,0,0,7.57,0
HNDPEN,5,Tue,RoundTrip,Internet,2,266,49,1,0,0,7.57,0
HNDPEN,9,Fri,RoundTrip,Internet,1,105,30,1,1,1,7.57,0
HNDPEN,1,Fri,RoundTrip,Internet,2,92,74,1,1,0,7.57,0
HNDPEN,9,Fri,RoundTrip,Internet,1,94,53,1,1,1,7.57,0
HNDPEN,17,Sun,RoundTrip,Internet,1,2,67,1,0,0,7.57,0
HNDPEN,7,Mon,RoundTrip,Internet,1,23,58,1,0,1,7.57,0
HNDPEN,5,Fri,RoundTrip,Internet,3,107,25,0,0,0,7.57,0
HNDPEN,6,Mon,RoundTrip,Mobile,2,232,28,1,0,0,7.57,0
HNDPEN,22,Sun,RoundTrip,Internet,2,94,20,1,1,1,7.57,1
HNDPEN,8,Fri,RoundTrip,Internet,1,61,43,0,1,1,7.57,0
HNDPEN,8,Sun,RoundTrip,Internet,2,236,43,1,0,0,7.57,0
HNDPEN,3,Wed,RoundTrip,Internet,1,21,87,1,1,0,7.57,0
HNDPEN,14,Wed,RoundTrip,Internet,2,6,35,1,1,0,7.57,0
HNDPEN,18,Sat,RoundTrip,Internet,1,30,22,1,0,1,7.57,1
HNDPEN,6,Sat,RoundTrip,Internet,2,15,21,1,0,0,7.57,1
HNDPEN,2,Sun,RoundTrip,Internet,2,115,31,1,1,0,7.57,1
HNDPEN,12,Fri,RoundTrip,Internet,1,32,32,1,1,1,7.57,0
HNDPEN,4,Sun,RoundTrip,Internet,2,344,17,1,1,0,7.57,0
HNDPEN,16,Fri,RoundTrip,Internet,2,19,78,1,0,0,7.57,1
HNDPEN,22,Sat,RoundTrip,Internet,1,56,17,0,0,0,7.57,0
HNDPEN,14,Thu,RoundTrip,Internet,1,95,29,1,1,0,7.57,0
HNDPEN,16,Sat,RoundTrip,Internet,2,58,284,1,1,1,7.57,0
HNDPEN,13,Thu,RoundTrip,Internet,1,127,36,1,0,1,7.57,1
HNDPEN,4,Mon,RoundTrip,Internet,1,95,29,1,0,0,7.57,0
HNDPEN,10,Mon,RoundTrip,Internet,3,16,18,1,0,1,7.57,0
HNDPEN,5,Wed,RoundTrip,Internet,2,20,88,1,0,1,7.57,0
HNDPEN,8,Sat,RoundTrip,Internet,1,109,25,1,1,1,7.57,1
HNDPEN,13,Wed,RoundTrip,Internet,1,300,32,1,0,0,7.57,0
HNDPEN,3,Sun,RoundTrip,Internet,2,152,22,1,0,1,7.57,0
HNDPEN,5,Fri,RoundTrip,Mobile,1,26,89,1,1,1,7.57,0
HNDPEN,3,Mon,RoundTrip,Internet,2,224,35,1,1,0,7.57,0
HNDPEN,11,Sat,RoundTrip,Internet,1,36,20,1,1,1,7.57,0
HNDPEN,8,Fri,RoundTrip,Internet,1,30,34,0,0,0,7.57,0
HNDPEN,10,Mon,RoundTrip,Internet,2,107,38,1,1,0,7.57,0
HNDPEN,10,Sun,RoundTrip,Internet,2,25,30,1,0,1,7.57,0
